title_normalized,company,rating,pay_percentile50,skill,years_of_experience,size,sector,industry,company_type,revenue,yearFounded,date_posted,doctoral,master,bachelor,associate,highschool_ged,years_since_founded,at_heartquartes
Data Scientist,Microsoft Corporation,4.4,96430,"['TensorFlow', 'Statistical software', 'MATLAB', 'SAFe', 'Azure', 'DevOps', 'R', 'NoSQL', 'Git', 'SQL', 'Machine learning', 'Agile', 'Data science', 'AI', 'Leadership', 'Communication skills', 'Python', 'Analytics']",3,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1975,"Dec 07, 2021",1,1,1,0,0,47,0
Senior Data Scientist,Microsoft Corporation,4.4,120104,"['Azure', 'R', 'SQL', 'Analysis skills', 'Machine learning', 'Cloud computing', 'AI', 'Communication skills', 'Python', 'Analytics']",5,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1975,"Jan 10, 2022",0,0,0,0,0,47,0
Data Scientist II,"Relias Learning, LLC",3.8,111866,"['Power BI', 'Azure', 'Data mining', 'R', 'NoSQL', 'Research', 'Tableau', 'SQL', 'Machine learning', 'Deep learning', 'Agile', 'Data visualization', 'AI', 'Communication skills', 'Python']",0.5,4,Information Technology,Computer Hardware & Software,Company - Private,$100 to $500 million (USD),2012,"Feb 11, 2022",1,1,0,0,0,10,0
Data Scientist I,The Toronto-Dominion Bank,4,108624,"['ArcGIS', 'Microsoft Powerpoint', 'Computer science', 'Microsoft Excel', 'Azure', 'Data mining', 'SAS', 'Visual Studio', 'Spark', 'R', 'Git', 'Google Cloud Platform', 'Apache Hive', 'Java', 'SQL', 'OOP', 'AWS', 'Analysis skills', 'Machine learning', 'Distributed systems', 'Forecasting', 'Natural language processing', 'GitHub', 'Regression analysis', 'Data collection', 'Python', 'Analytics', 'Hadoop']",5,7,Finance,Banks & Credit Unions,Company - Public,$10+ billion (USD),1855,"Feb 09, 2022",0,1,1,0,0,167,0
Data Scientist,Lenovo Group Limited,3.9,96863,"['R', 'SQL', 'Project management', 'Machine learning', 'Fraud', 'Data science', 'Communication skills', 'Python']",2,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1984,"Jan 05, 2022",1,1,1,0,0,38,1
Senior Data Scientist,The Vanguard Group,3.5,112832,"['Machine learning', 'Continuous improvement']",5,7,Finance,Investment Banking & Asset Management,Company - Private,Unknown / Non-Applicable,1975,"Oct 27, 2021",0,0,1,0,0,47,0
Senior Data Scientist,Peapod Digital Labs,4,94027,"['Machine learning', 'Deep learning', 'SDKs', 'Natural language processing', 'Regression analysis', 'Python']",2,4,Information Technology,IT Services,Subsidiary or Business Segment,Unknown / Non-Applicable,2018,"Jan 26, 2022",0,1,1,0,0,4,0
Product Manager,International Business Machines Corporation,4,185500,"['Sales', 'Business development', 'Product development', 'Machine learning', 'AI', 'Communication skills', 'Marketing']",0,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Dec 06, 2021",0,1,1,0,0,111,0
Data Scientist II,"AURA Technologies, LLC",5,56716,"['Military', 'R', 'DoD experience', 'Tableau', 'Application development', 'Presentation skills', 'Machine learning', 'Forecasting', 'AI', 'Communication skills', 'Python']",1,1,Aerospace & Defense,Aerospace & Defense,Company - Private,Unknown / Non-Applicable,2015,"Feb 12, 2022",1,1,0,0,0,7,0
Marketing,Accrue Partners,4.3,150000,"['SAS', 'R', 'Survival analysis', 'SQL', 'Project management', 'Machine learning', 'Regression analysis', 'Data science', 'Communication skills', 'Python']",5,2,Business Services,Staffing & Outsourcing,Company - Private,$25 to $50 million (USD),2002,"Feb 11, 2022",0,1,0,0,0,20,1
Senior Data Engineer,Sharecare,4,93777,"['Data modeling', 'Cloud infrastructure', 'Azure', 'Data structures', 'SQL', 'AWS', 'Machine learning', 'PostgreSQL', 'REST', 'APIs', 'AI', 'Communication skills', 'Python', 'Shell Scripting']",2,5,Information Technology,Internet,Company - Private,$500 million to $1 billion (USD),2010,"Jan 24, 2022",0,0,1,0,0,12,0
Statistician,PAREXEL International Corporation,3.6,86965,"['SAS', 'R', 'English', 'Statistical analysis', 'Quality control', 'Epidemiology', 'Clinical trials', 'Leadership', 'Communication skills']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",1,1,0,0,0,40,0
Database Architect,Brighthouse Financial,4.6,88700,"['Azure', 'PaaS', 'Machine learning', 'Data management', 'APIs', 'Predictive analytics', 'AI', 'Communication skills', 'Negotiation', 'Analytics']",10,5,Insurance,Insurance Carriers,Company - Public,$5 to $10 billion (USD),2017,"Feb 12, 2022",0,1,1,0,0,5,1
Data Engineer,Cameron Craig Group,5,83910,"['Power BI', 'Data modeling', 'Azure', 'Business intelligence', 'Microsoft SQL Server', 'SSRS', 'SQL', 'Database design', 'Data management', 'SSIS', 'Communication skills', 'Data warehouse', 'SDLC']",5,1,Business Services,Staffing & Outsourcing,Company - Private,$1 to $5 million (USD),2002,"Dec 28, 2021",0,0,1,0,0,20,0
Materials Scientist,ALTA IT Services LLC,4,125200,"['Computer vision', 'Calculus', 'Research', 'C++', 'Machine learning', 'Algorithm design', 'Communication skills', 'Python']",1,3,Information Technology,IT Services,Company - Private,$10 to $25 million (USD),2004,"Nov 16, 2021",0,1,1,0,0,18,0
Machine Learning Engineer III,Accrue Partners,4.3,105056,"['Machine learning', 'Scala', 'Communication skills']",4,2,Business Services,Staffing & Outsourcing,Company - Private,$25 to $50 million (USD),2002,"Jan 14, 2022",0,0,0,0,0,20,1
Senior Statistical Analyst,PAREXEL International Corporation,3.6,92496,"['SAS', 'Writing skills']",3,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",1,1,1,0,0,40,0
Senior Data Analyst,UnitedHealth Group Incorporated,3.6,82999,"['Pricing', 'Power BI', 'Microsoft Excel', 'Microsoft Access', 'Financial modeling', 'SAS', 'Medical coding', 'Financial analysis', 'ICD-9', 'ICD-10', 'Analysis skills', 'CPT coding', 'SharePoint', 'Pivot tables']",5,7,Health Care,Health Care Services & Hospitals,Company - Public,$10+ billion (USD),1977,"Feb 13, 2022",0,0,1,0,0,45,0
Staff Statistician,SPARKS GmbH,4.2,73229,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Citrix', 'Communication skills']",2,2,Business Services,Research & Development,Company - Private,Unknown / Non-Applicable,2012,"Feb 01, 2022",0,0,1,0,0,10,0
Senior Business Analyst,Ally Financial Inc.,4.1,90197,"['SAS', 'Relational databases', 'SQL', 'Database marketing', 'Communication skills']",0,7,Finance,Investment Banking & Asset Management,Company - Public,$5 to $10 billion (USD),1919,"Feb 04, 2022",0,0,0,0,0,103,0
Data Scientist,"10x Genomics, Inc.",4.3,94525,"['Azure', 'Data mining', 'SAS', 'Spark', 'R', 'Apache Hive', 'AWS', 'Machine learning', 'Scala', 'Regression analysis', 'Data science', 'Clustering', 'AI', 'Python', 'Hadoop']",1,4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,Unknown / Non-Applicable,2012,"Nov 16, 2021",0,1,1,0,0,10,0
Project Manager,International Business Machines Corporation,4,138500,"['Customer service', 'Project management', 'C', 'Scrum', 'Agile', 'AI']",7,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Feb 01, 2022",0,0,0,0,0,111,0
Data Scientist,UNC Health Care System,3.8,88661,"['Data mining', 'Business intelligence', 'R', 'SQL', 'Analysis skills', 'Machine learning', 'Computer skills', 'Data visualization', 'Communication skills', 'Python']",1,7,Health Care,Health Care Services & Hospitals,Hospital,Unknown / Non-Applicable,1952,"Nov 10, 2021",1,1,1,0,0,70,0
Chief Data Scientist,General Dynamics Corporation,3.8,97165,"['Jira', 'Ontology', 'CI/CD', 'Performance tuning', 'Elasticsearch', 'Cassandra', 'Salt', 'Kubernetes', 'XML', 'Big data', 'Software deployment', 'Spark', 'NoSQL', 'Git', 'Java', 'Microservices', 'SQL', 'AWS', 'Docker', 'Confluence', 'PostgreSQL', 'Redis', 'REST', 'APIs', 'Agile', 'S3', 'Linux', 'JSON', 'Kafka', 'Redshift', 'Jenkins', 'Intelligence community', 'GitLab', 'Communication skills', 'Python', 'MySQL', 'Hadoop']",2,7,Aerospace & Defense,Aerospace & Defense,Company - Public,$10+ billion (USD),1952,"Sep 22, 2021",1,1,0,0,0,70,0
Principal Data Analyst,"Pharmaceutical Product Development, LLC.",4,86004,"['Patient monitoring', 'SAS', 'Data structures', 'R', 'Tableau', 'SQL', 'Database management', 'Clinical trials', 'GCP', 'Data visualization', 'Leadership', 'Medical terminology', 'Python']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$1 to $2 billion (USD),1985,"Jan 10, 2022",0,1,1,0,0,37,1
Senior Data Analyst,The Vanguard Group,3.5,88542,"['SAS', 'Relational databases', 'Big data', 'R', 'Tableau', 'SQL', 'Customer segmentation', 'Analysis skills', 'Regression analysis', 'Data science', 'Data visualization', 'Python', 'Analytics']",5,7,Finance,Investment Banking & Asset Management,Company - Private,Unknown / Non-Applicable,1975,"Jan 29, 2022",0,0,1,0,0,47,0
Senior Data Analyst,"Cox Automotive, Inc.",4.1,93690,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Oracle', 'DB2', 'Alteryx', 'Data analysis skills', 'Microsoft SQL Server', 'Qualitative analysis', 'Microsoft Office', 'Tableau', 'SQL', 'AWS', 'Analysis skills', 'Product management', 'Scrum', 'ServiceNow', 'Agile', 'SSIS', 'Redshift', 'Quantitative analysis', 'PL/SQL', 'Python']",5,7,Information Technology,IT Services,Company - Private,Unknown / Non-Applicable,2014,"Feb 01, 2022",0,0,1,0,0,8,0
Data Engineer,Food Management Search,-0.1,79274,"['Power BI', 'Data modeling', 'Azure', 'Business intelligence', 'Microsoft SQL Server', 'SSRS', 'SQL', 'Database design', 'Data management', 'SSIS', 'Communication skills', 'Data warehouse', 'SDLC']",5,1,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,2000,"Dec 28, 2021",0,0,1,0,0,22,0
Full Stack Engineer,TuSimple Technology Co. Ltd ,4.2,94687,"['Computer science', 'Oracle', 'Node.js', 'React', 'Tableau', 'Qualtrics', 'AWS', 'C++', 'JavaScript', 'Splunk', 'New Relic', 'Sailpoint', 'Smartsheet', 'Django', 'Marketing automation', 'APIs', 'ServiceNow', 'AI', 'TypeScript', 'Python', 'NGINX', 'Computer graphics']",0,3,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2015,"Mar 23, 2021",0,1,1,0,0,7,0
Senior Statistical Analyst,RBW Consulting LLP,4.4,94289,['SAS'],2,2,Business Services,Staffing & Outsourcing,Company - Private,$5 to $10 million (USD),2007,"Jan 20, 2022",0,0,0,0,0,15,0
Technical Specialist,International Business Machines Corporation,4,78599,"['Sales', 'Telecommunication', 'Product demos', 'Enterprise sales', 'AI', 'Python']",3,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Feb 03, 2022",0,0,0,0,0,111,0
Analyst,Pearson plc,3.7,49896,"['Live chat', 'Salesforce', 'Machine learning', 'Product management', 'Natural language processing', 'Experimental design', 'Customer support', 'AI']",1,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Jan 19, 2022",0,1,1,0,0,178,0
Senior Data Analyst,"Ryder System, Inc.",3.7,72678,"['Power BI', 'Azure', 'Alteryx', 'Microsoft SQL Server', 'Tableau', '.NET', 'SQL', 'SSIS', 'Communication skills', 'Python']",2,7,Transportation & Logistics,Transportation Management,Company - Public,$5 to $10 billion (USD),1933,"Jan 24, 2022",0,1,1,0,0,89,0
Project Manager,University of North Dakota,4.3,76000,"['Mechanical engineering', 'Customer service', 'Big data', 'Analysis skills', 'Machine learning', 'Budgeting', 'AI', 'Communication skills', 'Python']",2,5,Education,Colleges & Universities,College / University,$100 to $500 million (USD),1883,"Oct 22, 2021",0,0,1,0,0,139,1
Research Fellow,University of North Dakota,4.3,45000,"['Mentoring', 'AI', 'Communication skills']",3,5,Education,Colleges & Universities,College / University,$100 to $500 million (USD),1883,"Aug 17, 2021",1,0,0,0,0,139,1
Machine Learning Engineer,Pearson plc,3.7,75475,"['TensorFlow', 'Statistics', 'Kubernetes', 'Spark', 'Google Cloud Platform', 'Java', 'SQL', 'AWS', 'C++', 'C', 'Machine learning', 'Scala', 'Cloud computing', 'Linux', 'Python']",2,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Nov 05, 2021",0,1,1,0,0,178,0
Research Engineer,University of North Dakota,4.3,60000,"['TensorFlow', 'Mechanical engineering', 'Customer service', 'Big data', 'Analysis skills', 'Machine learning', 'Intelligence experience', 'AI', 'Communication skills', 'Python']",3,5,Education,Colleges & Universities,College / University,$100 to $500 million (USD),1883,"Oct 22, 2021",0,0,1,0,0,139,1
Data Scientist,Crown Equipment Corporation,3.8,98285,"['MATLAB', 'Web development', 'XML', 'Relational databases', 'Microsoft SQL Server', 'Apache Hive', 'Tableau', 'Java', 'SQL', 'C++', 'PeopleSoft', 'Business requirements', 'SAP BusinessObjects', 'Python', 'Spring', 'Hibernate', 'MySQL']",0,7,Manufacturing,Industrial Manufacturing,Company - Private,$2 to $5 billion (USD),1945,"Feb 04, 2022",0,0,1,0,0,77,1
Data Scientist,Emerson Electric Co.,3.8,80888,"['Azure', 'R', 'SQL', 'AWS', 'Machine learning', 'Python']",3,7,Manufacturing,Electrical & Electronic Manufacturing,Company - Public,$10+ billion (USD),1890,"Feb 07, 2022",0,0,1,0,0,132,0
Statistical Analyst II,PAREXEL International Corporation,3.6,85786,"['SAS', 'English', 'Analysis skills', 'Clinical trials', 'Communication skills']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",0,0,0,0,0,40,0
Senior Data Analyst,"Central Point Partners, LLC",4.6,79040,"['Statistical software', 'PMBOK', 'Microsoft Excel', 'Data mining', 'SAS', 'R', 'Tableau', 'SQL', 'Analysis skills', 'Project management', 'SPSS', 'Python', 'Analytics', 'Hadoop']",4,1,Information Technology,IT Services,Company - Private,Unknown / Non-Applicable,2012,"Feb 15, 2022",0,0,1,1,0,10,0
Data Scientist,UES Inc.,4.1,72693,"['Research', 'Microsoft Office', 'Communication skills']",2,3,Business Services,Research & Development,Company - Private,$50 to $100 million (USD),1973,"Jan 21, 2022",0,1,0,0,0,49,0
Machine Learning Engineer,"Owens-Illinois, Inc.",3.7,76986,"['Machine learning', 'AI', 'Research & development', 'Communication skills']",5,7,Manufacturing,Industrial Manufacturing,Company - Public,$5 to $10 billion (USD),1903,"Jan 31, 2022",1,1,0,0,0,119,1
Data Scientist,Food Management Search,-0.1,93154,"['Power BI', 'EHR systems', 'ICD coding', 'Big data', 'R', 'Alteryx', 'Tableau', 'SQL', 'Analysis skills', 'Machine learning', 'Deep learning', 'CPT coding', 'Data science', 'AI', 'Controlled vocabularies', 'Python']",0,1,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,2000,"Feb 15, 2022",1,1,0,0,0,22,0
Vice President Statistical Analysis,PAREXEL International Corporation,3.6,135231,"['Management', 'Process improvement', 'English', 'GCP', 'Root cause analysis', 'Leadership', 'Communication skills', 'Negotiation', 'Strategic planning']",10,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",0,1,1,0,0,40,0
Data Scientist,The Procter & Gamble Company,4.2,116957,"['TensorFlow', 'Spark', 'R', 'Apache Hive', 'Tableau', 'SQL', 'C++', 'Machine learning', 'Scala', 'Python', 'Hadoop']",0,7,Manufacturing,Consumer Products Manufacturing,Company - Public,$10+ billion (USD),1837,"Feb 13, 2022",1,0,0,0,0,185,1
Data Scientist,The Procter & Gamble Company,4.2,94114,"['Visual Basic', 'Fortran', 'C++', 'Python']",0,7,Manufacturing,Consumer Products Manufacturing,Company - Public,$10+ billion (USD),1837,"Feb 13, 2022",1,0,0,0,0,185,0
Co-Op Data Scientist,Johnson & Johnson,4.2,70871,"['Git', 'Tableau', 'SQL', 'Machine learning', 'Data science', 'Leadership', 'Python']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$10+ billion (USD),1887,"Feb 09, 2022",0,1,1,0,0,135,0
Data Scientist II,Westfield Insurance Company,3.9,81295,"['DevOps', 'R', 'Git', 'SQL', 'Project management', 'Machine learning', 'Scripting', 'Agile', 'Predictive analytics', 'JSON', 'Data visualization', 'AI', 'Python', 'Analytics']",3,5,Insurance,Insurance Carriers,Company - Private,Unknown / Non-Applicable,1848,"Nov 29, 2021",0,0,1,0,0,174,1
Data Scientist,Central Insurance Companies,4.2,79614,"['MATLAB', 'SAS', 'R', 'Apache Hive', 'Java', 'SQL', 'Machine learning', 'Apache Pig', 'Perl', 'Scripting', 'Regression analysis', 'Data collection', 'Python', 'Shell Scripting', 'Analytics']",1,4,Insurance,Insurance Carriers,Company - Private,$500 million to $1 billion (USD),1876,"Aug 03, 2021",0,0,0,0,0,146,1
Data Scientist,"Amazon.com, Inc.",3.8,109894,"['Microsoft Excel', 'Customer service', 'Tableau', 'Data science', 'Communication skills', 'Python']",5,7,Information Technology,Internet,Company - Public,$10+ billion (USD),1994,"Feb 11, 2022",0,0,0,0,0,28,0
Data Scientist,The Procter & Gamble Company,4.2,105991,"['Power BI', 'Microsoft Office', 'Computer skills', 'Python']",0,7,Manufacturing,Consumer Products Manufacturing,Company - Public,$10+ billion (USD),1837,"Feb 02, 2022",0,1,1,0,0,185,1
Data Scientist,LinQuest,4.1,87110,"['Data mining', 'Data structures', 'R', 'Data analysis skills', 'Tableau', 'SQL', 'Analysis skills', 'Machine learning', 'Neo4j', 'Natural language processing', 'Regression analysis', 'Data visualization', 'Communication skills', 'Python']",0,5,Aerospace & Defense,Aerospace & Defense,Company - Private,$100 to $500 million (USD),2004,"Jan 17, 2022",0,0,1,0,0,18,0
Senior Data Scientist,FRISS,4.6,116620,"['Statistical analysis', 'Machine learning', 'Regression analysis']",0,2,Information Technology,Computer Hardware & Software,Company - Private,Unknown / Non-Applicable,2006,"Jun 17, 2021",0,0,1,0,0,16,0
Statistician,PAREXEL International Corporation,3.6,74592,"['SAS', 'R', 'English', 'Statistical analysis', 'Quality control', 'Epidemiology', 'Clinical trials', 'Leadership', 'Communication skills']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",1,1,0,0,0,40,0
Senior Statistical Analyst,PAREXEL International Corporation,3.6,80070,"['SAS', 'Writing skills']",3,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",1,1,1,0,0,40,0
Data Scientist,Pro Football Focus,4.3,93334,"['Git', 'SQL', 'Machine learning', 'Communication skills', 'Python']",0.5,3,Information Technology,Enterprise Software & Network Solutions,Company - Private,Unknown / Non-Applicable,2009,"Jan 24, 2022",0,0,0,0,0,13,1
